MAZ,geometry,Population,area_acres,TAZ
2375,POINT (545756.1924414386 4179173.5735353045),1251.0000,33.9467,177
2376,POINT (545768.9904335452 4178967.235642609),1259.0000,33.8652,177
2377,POINT (544915.2854372318 4179748.316588331),856.0000,29.9071,178
2378,POINT (544928.1908784142 4179538.612801691),1151.0000,28.9828,178
2379,POINT (544940.7602760068 4179331.7318029106),1229.0000,29.1006,178
2380,POINT (544953.3476632104 4179124.661398234),906.0000,29.0164,178
2381,POINT (544966.0346423682 4178918.1133349463),776.0000,28.9514,178
2382,POINT (544562.6784431379 4179067.8984918296),812.0000,32.1428,178
2383,POINT (544508.4768316813 4179566.877614983),842.0000,30.4751,178
2384,POINT (546018.2531184064 4177944.7088380377),1642.0000,42.9918,185
2385,POINT (545760.6613212255 4177513.4261846105),1382.0000,43.4621,185
2386,POINT (545601.7068252963 4177815.1469545434),1214.0000,58.0844,185
2387,POINT (545595.2906390383 4178307.7387479795),1322.0000,77.4842,185
2388,POINT (545981.1709800306 4178564.658303656),1402.0000,43.2722,185
2389,POINT (545500.910737605 4178691.4603527235),1323.0000,38.7795,185
2390,POINT (544895.011965712 4178083.244695052),1162.0000,41.5068,184
2391,POINT (544907.7343952898 4177876.37714344),1193.0000,41.5153,184
2392,POINT (544920.5633997913 4177669.7489770153),1352.0000,41.3836,184
2393,POINT (544933.4747798729 4177463.079897305),1314.0000,41.4998,184
2394,POINT (544857.2645750022 4178704.0219421117),1246.0000,41.5389,184
2395,POINT (544869.5601499322 4178496.9075892074),1358.0000,41.5839,184
2396,POINT (544882.5957004705 4178289.9983851183),1227.0000,41.4728,184
2397,POINT (545772.6086980298 4177306.398672895),1339.0000,43.4021,186
2398,POINT (545785.1306652324 4177099.708882737),1133.0000,43.1913,186
2399,POINT (545591.7839683137 4176762.188620805),1537.0000,145.5970,186
2400,POINT (544940.6347015933 4176623.19768161),1148.0000,58.3083,186
2401,POINT (544945.6327049126 4177255.8252751715),1304.0000,41.5766,186
2402,POINT (544958.0123330092 4177049.1953899083),1303.0000,41.3918,186
2403,POINT (546032.8691027085 4176309.241798352),679.0000,43.5311,187
2404,POINT (545575.2677989429 4176293.7131418777),1058.0000,43.1149,187
2405,POINT (544434.739233217 4176146.491837576),765.0000,46.3934,187
2406,POINT (544964.2857653663 4176195.3186515407),1466.0000,88.0927,187
2407,POINT (545853.4763730969 4175572.202645893),3683.0000,239.7173,188
2408,POINT (546137.1601756567 4174372.264820126),2119.0000,65.5163,189
2409,POINT (545749.4774894046 4174507.0899225427),1353.0000,42.5557,189
2410,POINT (546105.5116351069 4174772.976325762),991.0000,33.9735,189
2411,POINT (545755.7870748177 4174687.5388617003),1487.0000,18.2768,189
2412,POINT (545542.2963268677 4174953.387148227),1343.0000,39.9147,189
2413,POINT (544086.9472321519 4179698.1401284523),1195.0000,32.1844,179
2414,POINT (544099.2301313278 4179488.027368146),1257.0000,31.0573,179
2415,POINT (544111.9552624758 4179281.2383737084),1152.0000,31.1797,179
2416,POINT (544124.6271244588 4179074.216921644),880.0000,31.1346,179
2417,POINT (544136.8191488297 4178866.946000693),975.0000,31.2626,179
2418,POINT (544149.9343143838 4178660.2325340477),961.0000,30.9311,179
2419,POINT (544115.5140731293 4178401.748462429),1422.0000,40.8218,179
2420,POINT (543586.615888278 4178419.000087853),1057.0000,27.9802,181
2421,POINT (543551.9284932294 4178832.1647995706),1057.0000,28.9229,181
2422,POINT (543535.3250993184 4179038.736504277),1172.0000,29.3485,181
2423,POINT (543568.6905195297 4178625.697063131),1018.0000,28.4696,181
2424,POINT (543481.8892246386 4179661.3087750035),1536.0000,31.8270,180
2425,POINT (543499.8170713566 4179451.727737538),1474.0000,30.3035,180
2426,POINT (543517.0557078277 4179245.3843114423),1312.0000,29.9106,180
2427,POINT (544288.1450626461 4177942.4536724407),984.0000,85.6485,183
2428,POINT (544326.2138043167 4177322.160107691),1518.0000,42.9780,183
2429,POINT (544326.0307579054 4176896.0628340705),1058.0000,47.6292,183
2430,POINT (544381.1817059993 4176558.181109287),959.0000,30.9272,183
2431,POINT (544040.751662765 4176924.998725653),1319.0000,32.1512,183
2432,POINT (543997.490950231 4177717.075697908),1388.0000,38.7794,183
2433,POINT (543755.0606122512 4177806.479026671),1441.0000,43.5846,182
2434,POINT (543551.3201708349 4177180.121222789),1168.0000,30.5721,182
2435,POINT (543793.1277396377 4177186.1951910877),1751.0000,43.5946,182
2436,POINT (543733.7557106735 4176726.8253067373),1119.0000,32.9550,182
2437,POINT (547435.0727582936 4182370.217609605),855.0000,35.9080,66
2438,POINT (547488.1526719793 4182019.64387353),1061.0000,18.7674,66
2439,POINT (547372.1856485805 4181811.705800519),1358.0000,29.1471,66
2440,POINT (547234.6542435342 4182188.127116521),814.0000,19.6687,66
2441,POINT (547057.4389565471 4182052.0622646543),1602.0000,36.7702,65
2442,POINT (546722.9815173717 4181736.9602505513),945.0000,26.1166,65
2443,POINT (546709.4553891713 4181943.5139761297),1232.0000,26.3819,65
2444,POINT (546712.8468623562 4182214.6231804434),1412.0000,41.9618,65
2445,POINT (545652.810462109 4181729.3271071715),1559.0000,33.7371,62
2446,POINT (545711.2600832396 4182009.969947234),2128.0000,38.6429,62
2447,POINT (546199.3502995981 4181704.2690621954),954.0000,27.2352,62
2448,POINT (546174.4696830163 4182117.310374059),1086.0000,27.3912,62
2449,POINT (546186.7822586518 4181910.4840588532),1203.0000,27.3657,62
2450,POINT (545300.0889077849 4181958.88089106),1728.0000,28.9650,58
2451,POINT (545131.8452228458 4181637.3744696644),1816.0000,33.7737,58
2452,POINT (544843.9002282089 4181774.0423670476),1782.0000,37.7428,58
2453,POINT (545105.8534922837 4182185.4456200367),1095.0000,42.1185,57
2454,POINT (545847.8966543779 4182263.6587042715),581.0000,28.0083,57
2455,POINT (547577.9403877483 4181290.9874729784),2171.0000,37.8477,67
2456,POINT (547352.5337495729 4181050.167626349),1382.0000,27.1027,67
2457,POINT (547328.7882790688 4181456.9921559133),1443.0000,29.9811,67
2458,POINT (547046.0861171475 4181439.529735905),1670.0000,30.0186,64
2459,POINT (547071.4685183715 4181019.803089538),1533.0000,28.8217,64
2460,POINT (546690.6404326098 4180941.287120514),944.0000,28.4722,64
2461,POINT (546776.6410361195 4181207.2905143774),1127.0000,28.9801,64
2462,POINT (546659.1965220006 4181468.9371871906),1200.0000,29.9400,64
2463,POINT (546165.803028684 4181487.5579783814),1360.0000,34.5250,63
2464,POINT (546179.3025959184 4181273.568112929),1317.0000,32.1757,63
2465,POINT (546192.1806138546 4181066.956508209),1031.0000,32.2301,63
2466,POINT (546204.9962087943 4180860.0350687127),1429.0000,32.2270,63
2467,POINT (545286.3043205573 4181432.2439989173),1504.0000,31.0143,61
2468,POINT (545716.6730301698 4181355.801397452),1520.0000,30.0377,61
2469,POINT (545299.6036338913 4181218.287213935),1310.0000,29.0069,61
2470,POINT (545312.6714348804 4181011.4760658476),1153.0000,29.0159,60
2471,POINT (545743.2542495517 4180934.7014538217),1276.0000,29.0412,60
2472,POINT (545325.7002857149 4180804.481394285),1395.0000,29.0532,60
2473,POINT (544759.8587152323 4180768.832670435),1122.0000,29.0885,59
2474,POINT (544485.8813009538 4181097.932891381),1198.0000,28.9690,59
2475,POINT (544827.5604502984 4181195.8816924538),1685.0000,59.6261,59
2476,POINT (544376.7818621856 4181588.355622119),1052.0000,24.2982,59
2477,POINT (544328.7638360506 4180845.597184448),1137.0000,29.0337,59
2478,POINT (544362.4050157068 4181339.3845329178),1467.0000,30.4842,59
2479,POINT (544032.9443644497 4181034.6815397195),1060.0000,29.0400,54
2480,POINT (543702.8531984035 4181013.9617496273),1462.0000,38.7616,54
2481,POINT (543863.9939688316 4180712.3779903916),1316.0000,33.8812,54
2482,POINT (543372.9780368289 4180993.1339774826),1025.0000,29.0237,54
2483,POINT (543372.8094228526 4181422.029768259),959.0000,33.4045,55
2484,POINT (543697.5580022158 4181419.928203258),1374.0000,34.9233,55
2485,POINT (544006.4875264481 4181454.830833353),1203.0000,29.8800,55
2486,POINT (544401.5276849094 4174855.1694636405),1689.0000,1683.4562,190
2487,POINT (551212.6632398143 4174110.154957947),736.0000,17.7625,157
2488,POINT (551217.3295675102 4173962.2542697024),888.0000,18.2593,157
2489,POINT (551035.2277720122 4173767.737409377),1592.0000,32.2113,157
2490,POINT (553783.1631018498 4180828.9251434677),7931.0000,612.8973,110
2491,POINT (552716.9360466677 4180207.3644054546),282.0000,87.5670,108
2492,POINT (553699.6351900796 4181539.431989238),870.0000,22.1320,109
2493,POINT (554371.8710703336 4174145.0252718804),1900.0000,644.0631,149
2494,POINT (552909.4284315946 4173900.708059532),1710.0000,105.3093,149
2495,POINT (552583.4888145259 4183306.23230163),993.0000,38.9498,24
2496,POINT (552250.5462875614 4183251.43220762),2194.0000,13.5617,25
2497,POINT (552225.501504083 4183397.250210544),1120.0000,6.7169,25
2498,POINT (553889.0204848712 4176881.2035291605),1567.0000,56.6981,143
2499,POINT (553558.5359026425 4176742.7498882804),2522.0000,50.6509,141
2500,POINT (552885.5974029248 4178544.9431569907),2292.0000,68.7530,113
2501,POINT (553312.7662525057 4178976.519429614),1996.0000,94.3769,113
2502,POINT (552802.2742827508 4178903.8783812933),1107.0000,33.8529,113
2503,POINT (553035.0451228685 4182640.315024927),1902.0000,155.4086,13
2504,POINT (553155.2387236923 4182249.1992666894),1415.0000,63.2008,16
2505,POINT (553726.7457260847 4182757.4721498163),1911.0000,93.4181,16
2506,POINT (553594.2906171256 4182252.7020576564),1829.0000,35.9192,17
2507,POINT (553366.7026604309 4181754.3733062767),809.0000,39.5348,17
2508,POINT (543893.1569633171 4182295.945262491),320.0000,444.8522,56
2509,POINT (545452.6725596604 4180302.260995931),171.0000,1173.2191,53
2510,POINT (551231.1670810876 4174679.316653327),797.0000,391.8874,158
2511,POINT (555716.4350104112 4175215.3470768197),467.0000,1024.3514,146
2512,POINT (553786.3890948474 4177766.2769379606),350.0000,949.6589,142
2513,POINT (552034.9287340435 4171338.682665159),1891.0000,-3960.4243,208
2514,POINT (553002.417515374 4170662.179894961),1920.0000,123.2911,208
2515,POINT (552504.0631518144 4170623.919221088),1043.0000,63.6507,208
2516,POINT (551794.9198425825 4173065.8733940492),2014.0000,135.2253,207
2517,POINT (551242.1346445836 4173289.6685068193),2140.0000,150.8989,207
2518,POINT (549811.2629706779 4173379.130653306),1711.0000,81.4136,206
2519,POINT (550139.7032680284 4172837.4587181127),2316.0000,457.6494,206
2520,POINT (549041.2172869397 4173200.825119778),1849.0000,89.5014,205
2521,POINT (548833.366630385 4173463.2740845443),1391.0000,38.8627,205
2522,POINT (548306.7768249589 4173223.5813888763),1430.0000,34.5810,205
2523,POINT (548038.8271990631 4173180.3043483086),2369.0000,43.3620,205
2524,POINT (548468.4191659339 4173387.3161434396),1269.0000,21.4103,205
2525,POINT (548037.3123805181 4172328.9662545905),2149.0000,133.3537,202
2526,POINT (547508.3265199611 4172170.967343031),863.0000,15.7781,202
2527,POINT (547819.2888263908 4171649.7808464477),1598.0000,62.0728,202
2528,POINT (547940.1491542232 4172720.4432847644),1132.0000,71.6345,202
2529,POINT (547538.2214564843 4172803.326736585),1701.0000,45.8941,202
2530,POINT (547252.7315659238 4172267.5907256277),2757.0000,66.4984,203
2531,POINT (546902.5042621325 4172459.009810337),2595.0000,123.4802,203
2532,POINT (547128.2416059837 4173401.7144398387),2728.0000,72.5134,204
2533,POINT (547746.6624645311 4173332.6180339977),2190.0000,53.4003,204
2534,POINT (547196.0633089399 4173026.0347374044),1369.0000,34.2139,204
2535,POINT (546812.570599508 4173034.83499859),1281.0000,38.4395,204
2536,POINT (545437.2211368139 4172565.533943205),1266.0000,12.9607,192
2537,POINT (545584.4175047375 4172473.7797304657),2550.0000,62.9717,192
2538,POINT (545785.5142019328 4172695.8430897426),1001.0000,12.6743,192
2539,POINT (546187.1938972849 4172916.788877656),1951.0000,53.6657,193
2540,POINT (546290.5112958882 4172224.8906020815),2363.0000,224.5321,193
2541,POINT (545521.5532327137 4172002.0306173665),1032.0000,79.9181,193
2542,POINT (546167.9957517703 4171378.216027236),1386.0000,81.3131,193
2543,POINT (545524.2855348862 4171569.0567854526),1471.0000,104.9681,193
2544,POINT (545919.0784903106 4173288.386844963),2070.0000,189.3265,191
2545,POINT (544459.1850718211 4173117.54050953),1863.0000,390.0673,191
2546,POINT (544861.5246297147 4170409.161222473),1567.0000,50.6117,196
2547,POINT (545118.4156655007 4168984.162483589),2353.0000,127.8625,196
2548,POINT (544630.8987171851 4171442.8147564065),754.0000,24.2560,196
2549,POINT (545049.0534347142 4172473.9851387646),852.0000,46.5838,195
2550,POINT (544979.9757068374 4171955.028598684),716.0000,39.0893,195
2551,POINT (545315.1235436389 4171293.04759277),1206.0000,37.2148,195
2552,POINT (545130.6385358432 4171142.3786892174),1577.0000,57.0537,195
2553,POINT (544701.2568435743 4172080.743069793),1365.0000,61.2050,195
2554,POINT (547300.5286335474 4171696.497363376),1402.0000,31.9290,201
2555,POINT (547107.6673885687 4171034.4473988307),2132.0000,111.5675,201
2556,POINT (546853.7230461912 4171581.9283357207),1691.0000,72.8156,201
2557,POINT (547410.4587528612 4171329.741923307),2285.0000,58.8538,201
2558,POINT (546263.3870230428 4170937.1337985587),1506.0000,79.2952,194
2559,POINT (546177.8758348086 4170302.8024317953),2927.0000,131.2307,194
2560,POINT (545602.3550244308 4170579.964402305),2225.0000,150.7349,194
2561,POINT (545137.8730341555 4170223.3450642596),1972.0000,75.9397,197
2562,POINT (545381.409960656 4169592.664598812),1478.0000,56.2932,197
2563,POINT (545703.3087348298 4169696.2413266026),1613.0000,44.8130,197
2564,POINT (545965.6016412858 4169043.1915907557),3072.0000,145.9545,198
2565,POINT (546102.1614204035 4169751.67769442),2053.0000,55.6770,198
2566,POINT (548028.6418118358 4169911.5414734134),1623.0000,860.1376,200
2567,POINT (549094.5932876541 4170661.356415848),1270.0000,747.3826,200
2568,POINT (547324.4142825219 4168096.893623348),2346.0000,149.0362,218
2569,POINT (547465.1564876924 4167282.4951101416),1911.0000,71.1836,218
2570,POINT (548081.8624918202 4167399.509674261),1543.0000,71.2499,218
2571,POINT (546820.852860302 4169279.9406658146),2510.0000,366.7035,199
2572,POINT (546699.3229889347 4167513.5313455327),1218.0000,58.2374,219
2573,POINT (546803.2539195226 4168203.8486604895),798.0000,34.9795,219
2574,POINT (547056.4815763774 4167661.9076443147),2426.0000,75.5173,219
2575,POINT (546456.2566697439 4168317.8809320675),1747.0000,64.4235,219
2576,POINT (548056.349633128 4169074.455729281),1038.0000,64.9075,217
2577,POINT (548151.2523294212 4168491.369307107),1778.0000,124.6537,217
2578,POINT (547745.9395479058 4168252.8629131573),1470.0000,114.1230,217
2579,POINT (548678.735833118 4168015.3682082435),3425.0000,227.8074,214
2580,POINT (549043.1763947122 4167414.741931458),2723.0000,228.9959,214
2581,POINT (549599.4294151632 4169087.517661003),1003.0000,102.6228,216
2582,POINT (549105.588284228 4168528.537527968),1670.0000,128.6889,216
2583,POINT (549465.330320779 4168685.0625163005),825.0000,50.5664,216
2584,POINT (550228.2403004246 4168647.613980006),2331.0000,67.3023,215
2585,POINT (550012.3912472408 4168875.5234108376),785.0000,49.3037,215
2586,POINT (550157.4135485041 4167950.0796243753),3144.0000,143.7841,215
2587,POINT (551040.8110945545 4169541.529469014),2832.0000,514.5305,209
2588,POINT (551829.6380570667 4168472.672198845),1366.0000,64.9178,209
2589,POINT (551355.9488654629 4168263.629870655),806.0000,47.1029,209
2590,POINT (551093.4196053661 4168700.0799297327),1965.0000,230.3163,209
2591,POINT (550925.4427864774 4168300.958346606),680.0000,46.1346,209
2592,POINT (552512.2958765321 4168651.533811483),1078.0000,56.1442,210
2593,POINT (552085.5174602929 4168331.571119927),1234.0000,29.0355,210
2594,POINT (552320.5904385069 4168243.3651984204),1303.0000,33.4623,210
2595,POINT (550560.012842947 4168061.850612179),1278.0000,53.6783,211
2596,POINT (551957.0340820593 4167826.2953562974),1551.0000,66.2245,211
2597,POINT (551679.0723390768 4167579.3148546037),2846.0000,58.5786,211
2598,POINT (551130.2414551771 4167893.0451020626),2409.0000,52.4446,211
2599,POINT (553319.0616331877 4167295.0526170526),3753.0000,3314.9102,212
2600,POINT (550121.2070281026 4166278.289601954),1104.0000,97.1628,213
2601,POINT (550147.8977777623 4165890.09525572),2080.0000,139.3481,213
2602,POINT (549940.4657383004 4167190.038841639),1471.0000,94.8319,213
2603,POINT (549478.9502714348 4166660.7114595957),2024.0000,341.4156,213
2604,POINT (548486.1310522824 4165961.377729673),1808.0000,93.6881,231
2605,POINT (547866.1597091174 4166077.2445909716),1615.0000,89.2005,231
2606,POINT (548920.0080925303 4165957.7281725346),1669.0000,125.7899,231
2607,POINT (547225.4509543804 4166958.885238556),1576.0000,48.1043,230
2608,POINT (547048.4528118416 4166552.1898085987),2363.0000,111.2518,230
2609,POINT (547992.9499942166 4166661.9069505148),2458.0000,145.5388,230
2610,POINT (547673.3213888117 4166909.1213429337),1770.0000,46.7403,230
2611,POINT (546202.7535027583 4167834.4505959335),1108.0000,35.4461,220
2612,POINT (546286.2713896332 4167572.836632622),1551.0000,100.6764,220
2613,POINT (546211.0044654609 4167013.922011303),1711.0000,117.6569,220
2614,POINT (546360.231461604 4166439.577966204),1425.0000,192.4275,220
2615,POINT (545165.9288904693 4168207.394782724),936.0000,75.5583,221
2616,POINT (545681.1517566593 4168294.8756216643),2695.0000,168.9235,221
2617,POINT (545516.8687972759 4167686.400961904),891.0000,57.0088,221
2618,POINT (544659.379319525 4167623.6873581014),2273.0000,415.8720,222
2619,POINT (545280.9368095669 4166893.3657056885),1573.0000,127.8282,222
2620,POINT (545741.7111497393 4165618.7128870566),1502.0000,649.6814,223
2621,POINT (545263.242099086 4165130.5932467557),752.0000,61.7531,223
2622,POINT (544882.9238442957 4164955.764575696),687.0000,39.4621,223
2623,POINT (545636.4914237502 4162384.2787574423),2003.0000,653.2698,224
2624,POINT (545450.955110114 4163833.016005504),1272.0000,1404.4719,224
2625,POINT (544481.519060299 4160354.900604503),1314.0000,97.0920,225
2626,POINT (543971.2343397439 4160672.2918254146),715.0000,73.8265,225
2627,POINT (544181.9126911912 4161045.7032392556),995.0000,79.9735,225
2628,POINT (543357.1144650503 4160564.86354269),804.0000,1307.6695,225
2629,POINT (544951.1801610808 4161283.866791865),1800.0000,399.5206,226
2630,POINT (545582.9976621888 4160161.0304862894),2452.0000,311.3735,226
2631,POINT (545506.6737445995 4158679.458113631),2152.0000,1266.7009,226
2632,POINT (547615.4001347589 4161888.628717565),1738.0000,1821.8149,227
2633,POINT (547365.0701637019 4159062.1597926724),954.0000,818.6732,227
2634,POINT (546728.1388771568 4160239.6773229577),1276.0000,105.9255,227
2635,POINT (546261.0536354468 4160650.990536494),1515.0000,152.2229,227
2636,POINT (548195.6166173901 4165507.75893997),2548.0000,204.1242,232
2637,POINT (549056.669719389 4164911.068226252),2882.0000,239.2278,232
2638,POINT (550458.1385764556 4163812.8357763165),2242.0000,56.1556,233
2639,POINT (550128.0543410438 4163163.416984012),2980.0000,319.0738,233
2640,POINT (549671.3695981924 4164234.58568251),2076.0000,323.3547,233
2641,POINT (551757.4048166813 4163873.4844308468),677.0000,38.4821,236
2642,POINT (552184.050693175 4163167.0825798973),1617.0000,102.9026,236
2643,POINT (551253.8406934688 4162889.68220011),836.0000,187.9051,236
2644,POINT (551390.132635338 4163463.58828817),681.0000,61.7192,236
2645,POINT (551210.2001463933 4163608.774650009),731.0000,41.2785,236
2646,POINT (550737.8298020893 4162866.7332156287),742.0000,57.9182,236
2647,POINT (551490.0111428115 4164362.9473088398),789.0000,68.8823,235
2648,POINT (551161.6873223035 4164208.162796949),1163.0000,70.0149,235
2649,POINT (550797.258983455 4164043.1995465867),1208.0000,87.0400,235
2650,POINT (552177.6228929987 4164012.5004350985),2266.0000,72.6177,237
2651,POINT (552576.0229704053 4163311.084930051),2477.0000,69.0023,237
2652,POINT (551717.7310728171 4164808.8701097863),3250.0000,132.7537,237
2653,POINT (550668.0321807811 4165271.280792683),2321.0000,565.8056,234
2654,POINT (552256.5582092708 4165223.9482927),1078.0000,78.1998,238
2655,POINT (551849.3815443056 4165691.9594773524),989.0000,78.6334,238
2656,POINT (552601.8081101539 4164159.4324303414),2103.0000,272.2116,238
2657,POINT (552825.7767753857 4162760.226309459),1634.0000,72.3437,240
2658,POINT (554167.559960537 4162150.1830900307),1152.0000,286.2101,240
2659,POINT (553663.9457472808 4161892.404759588),1662.0000,145.2400,240
2660,POINT (552098.3401371075 4162917.461057024),577.0000,40.2289,241
2661,POINT (551852.8492258843 4162584.4689547913),807.0000,63.9542,241
2662,POINT (552117.5722121395 4162135.738492942),2018.0000,294.9703,241
2663,POINT (551106.185000537 4161885.3151941784),1419.0000,211.7537,242
2664,POINT (551741.3738212285 4161220.6420006123),1180.0000,138.2866,242
2665,POINT (552305.7350617641 4161044.5854277695),1729.0000,174.9103,243
2666,POINT (552510.4983278747 4160642.275008336),1052.0000,97.8002,243
2667,POINT (552903.1787713825 4161851.463065835),2291.0000,80.7585,244
2668,POINT (553106.3841277091 4161508.244433079),1125.0000,98.2202,244
2669,POINT (553495.3841910949 4161299.5842956584),1643.0000,76.3219,244
2670,POINT (553387.8333408106 4160618.2844062955),1935.0000,245.7399,245
2671,POINT (552660.4494601967 4160046.093500576),1308.0000,132.8448,245
2672,POINT (554338.6998358165 4160814.6914243647),2014.0000,136.8630,246
2673,POINT (554716.0953189923 4160394.4067274383),909.0000,68.1185,246
2674,POINT (553847.1597163862 4159121.384545909),2735.0000,584.0980,246
2675,POINT (553124.0297167785 4159477.0080993655),1061.0000,108.2373,246
2676,POINT (553653.7283340559 4159933.1492348816),884.0000,108.8734,246
2677,POINT (555105.0968840003 4160653.6116439505),769.0000,53.9294,248
2678,POINT (555855.4072433125 4161353.0909067476),2245.0000,1012.5778,248
2679,POINT (555121.8413594979 4160149.0967897233),1039.0000,51.0821,247
2680,POINT (555311.6693755541 4159759.005868179),988.0000,68.2719,247
2681,POINT (554871.2989908885 4159396.6233130316),724.0000,55.8709,247
2682,POINT (554799.7738336667 4159844.9464588356),875.0000,57.3992,247
2683,POINT (556777.4143856205 4159765.6693347385),1329.0000,92.3398,250
2684,POINT (556512.3450258088 4159499.43832367),1466.0000,70.3800,250
2685,POINT (555949.1772618024 4159519.9998768508),1051.0000,58.8310,250
2686,POINT (555668.5537930683 4159729.7990375017),756.0000,47.7565,250
2687,POINT (558228.4236225999 4160020.296769446),746.0000,41.5469,249
2688,POINT (558729.8550513162 4159825.765931284),940.0000,62.0090,249
2689,POINT (558325.6702084807 4159495.594313592),1565.0000,85.9572,249
2690,POINT (557688.4194946743 4159836.6068164357),1147.0000,114.4404,249
2691,POINT (557339.884522093 4159345.8332976596),2618.0000,89.3380,251
2692,POINT (557425.3237381581 4158861.9473733604),788.0000,87.5222,251
2693,POINT (557855.6920866237 4158897.345739527),1508.0000,94.2778,251
2694,POINT (555982.5600732942 4159013.9348260914),795.0000,237.7070,252
2695,POINT (556882.2120065574 4158089.454566738),1007.0000,277.9406,252
2696,POINT (556221.5066292143 4156868.0876382403),1186.0000,476.4339,252
2697,POINT (555156.3524304788 4157742.2323778355),2568.0000,1139.7714,252
2698,POINT (558457.9203020431 4157305.1376305493),1104.0000,334.8114,254
2699,POINT (558195.7316286091 4155461.6692155525),1293.0000,594.0231,254
2700,POINT (556733.866140786 4155018.1573684933),1501.0000,630.3962,254
2701,POINT (557220.8181872218 4156560.8875854504),1375.0000,423.5319,254
2702,POINT (557860.6144684075 4158391.262337803),974.0000,90.9067,253
2703,POINT (558167.4685808464 4158090.201870797),934.0000,118.5544,253
2704,POINT (557354.996708055 4157786.847950943),732.0000,91.4927,253
2705,POINT (558482.8235934753 4158807.693691356),2078.0000,80.3797,258
2706,POINT (558892.2909729469 4158527.1982013113),1649.0000,59.4408,258
2707,POINT (559203.5964307148 4158282.1776294466),1852.0000,51.1915,258
2708,POINT (559174.8616263758 4159542.0843437095),2811.0000,127.2409,259
2709,POINT (558830.6410266806 4159104.9019653955),2148.0000,63.2600,259
2710,POINT (560436.6264542094 4159109.90528994),1238.0000,66.0719,261
2711,POINT (560606.7895765931 4158786.5202218224),922.0000,47.8047,261
2712,POINT (559503.967390543 4159035.1042682477),1484.0000,73.3218,260
2713,POINT (559726.7307964988 4158736.451892711),2652.0000,82.0363,260
2714,POINT (559983.9775749464 4158436.7246054807),2517.0000,81.3298,260
2715,POINT (560322.0462175943 4158232.078345969),1454.0000,60.7497,260
2716,POINT (560615.0093494011 4157861.8959109443),1751.0000,91.9176,257
2717,POINT (560085.2381745732 4157661.255260725),1063.0000,76.8101,257
2718,POINT (559577.6054030111 4157887.5780210206),1259.0000,82.8932,257
2719,POINT (558992.9766081823 4157916.559124282),1128.0000,51.5948,256
2720,POINT (559667.7540608128 4156972.378336616),751.0000,59.2571,256
2721,POINT (560061.4932827688 4157254.209810817),1225.0000,60.8609,256
2722,POINT (559398.4606158249 4157403.6918313564),1716.0000,59.7067,256
2723,POINT (559262.4092425933 4156880.4053730834),696.0000,64.9358,255
2724,POINT (559785.0866370248 4156552.9462730275),1081.0000,62.8864,255
2725,POINT (559108.4195451813 4156461.592483645),865.0000,109.6412,255
2726,POINT (558614.2799301817 4156201.9943222958),971.0000,112.5004,255
2727,POINT (560474.0688036275 4156861.037684569),1384.0000,73.1062,280
2728,POINT (560382.1666052713 4156238.5314415935),1280.0000,150.8052,280
2729,POINT (559952.4156763532 4156375.9505043784),1039.0000,52.4863,280
2730,POINT (559338.0197018036 4155653.070316928),811.0000,82.9032,282
2731,POINT (559852.3213632082 4154925.930006762),1537.0000,402.2303,282
2732,POINT (558059.2835800827 4153899.4469332523),1223.0000,293.6072,291
2733,POINT (558825.777038828 4153758.084074167),2011.0000,421.2643,291
2734,POINT (557313.5830793972 4153593.344165539),900.0000,259.4824,292
2735,POINT (558034.0299186558 4152396.03183692),1570.0000,591.4166,292
2736,POINT (559519.7374569346 4153886.077465522),775.0000,43.3685,290
2737,POINT (559823.8714023777 4153248.056497129),2466.0000,516.1914,290
2738,POINT (561142.3879730327 4153338.615070794),674.0000,100.0165,285
2739,POINT (561865.7074280132 4153579.8108546655),1185.0000,105.1063,285
2740,POINT (561298.1546608167 4153838.129051977),1020.0000,101.5497,285
2741,POINT (561797.52845591 4154569.5414193943),2463.0000,119.5789,284
2742,POINT (562317.3272363683 4153960.9583703224),1734.0000,129.4745,284
2743,POINT (560284.2244157019 4154244.499812145),1173.0000,102.5066,283
2744,POINT (561250.0714416158 4154591.873355672),1674.0000,127.6386,283
2745,POINT (560710.3049621071 4154160.0550327846),682.0000,89.3719,283
2746,POINT (560537.6734968127 4155713.3054585992),1919.0000,146.8786,281
2747,POINT (560878.6957293607 4155379.885914795),722.0000,45.1373,281
2748,POINT (561057.7259996922 4155136.0223169946),1810.0000,87.8651,281
2749,POINT (561858.191839009 4155756.3542686263),3636.0000,484.5146,278
2750,POINT (561476.3843561593 4157000.716427513),793.0000,145.2209,279
2751,POINT (560729.5926478719 4157222.2435905985),735.0000,50.0793,279
2752,POINT (561242.7888443905 4156778.925849079),952.0000,75.5960,279
2753,POINT (561032.1988565638 4157206.4016098524),862.0000,51.3291,279
2754,POINT (560948.2598603655 4158374.470301656),1806.0000,76.5233,262
2755,POINT (561296.5993868951 4158610.7929222337),836.0000,50.0811,262
2756,POINT (561823.5798199933 4158455.7142194146),1312.0000,178.6214,262
2757,POINT (561397.417874843 4157729.7042327216),1451.0000,81.8914,263
2758,POINT (561792.9802364284 4157832.831517439),1408.0000,69.3052,263
2759,POINT (562401.8108321973 4157578.8949316232),1555.0000,153.1539,264
