MAZ,geometry,Population,area_acres,TAZ
395,POINT (564790.7955161078 4191241.36318899),2322.0000,40.3829,1008
396,POINT (564397.1022739994 4191171.6204983504),1989.0000,39.2202,1018
397,POINT (564222.600058564 4191506.669035211),2347.0000,95.1808,1018
398,POINT (563549.325694081 4191587.01768568),1587.0000,60.4845,1017
399,POINT (563795.0813206591 4191171.9443399017),1520.0000,59.6953,1017
400,POINT (563399.0526897516 4191100.7315770416),1289.0000,60.1005,1017
401,POINT (562733.773540137 4191446.3878204273),1556.0000,68.1355,1016
402,POINT (562752.0482581535 4191193.8640354145),815.0000,38.9151,1016
403,POINT (562802.5829789331 4191003.9024653723),833.0000,39.7859,1016
404,POINT (562836.8612593985 4190805.5835744236),760.0000,38.0286,1016
405,POINT (562088.1620587067 4191230.1542491848),1386.0000,57.9015,1015
406,POINT (562167.5933027031 4190794.3177738977),1408.0000,54.8903,1015
407,POINT (562893.2233394366 4190562.7716724733),1203.0000,55.0154,1013
408,POINT (563088.0583924252 4190196.6901372285),1393.0000,61.3309,1013
409,POINT (562914.0702154392 4189963.219277773),1051.0000,63.0801,1013
410,POINT (563644.3980978513 4190740.5738581754),936.0000,38.4568,1012
411,POINT (563671.8405958124 4190544.0784502043),823.0000,37.4317,1012
412,POINT (563701.4621884591 4190276.3712286917),1631.0000,61.2295,1012
413,POINT (563755.0299658 4189984.638363675),1295.0000,49.4251,1012
414,POINT (564351.5280268396 4190755.55286989),1198.0000,62.6495,1011
415,POINT (564397.7257218767 4190407.512436523),856.0000,48.9213,1011
416,POINT (564422.3081237198 4190120.748294513),1064.0000,45.4154,1011
417,POINT (565265.5685178447 4190532.4364392185),1502.0000,73.1428,1010
418,POINT (565131.6959274927 4190267.9629544),1140.0000,56.1109,1010
419,POINT (564931.128248714 4190960.255462719),1718.0000,28.8642,1009
420,POINT (565430.1266662389 4191035.7696725465),1978.0000,22.3418,1009
421,POINT (565162.1889740704 4190788.7525235345),1963.0000,48.6892,1009
422,POINT (566151.0417204879 4190953.447519567),1464.0000,75.5992,1006
423,POINT (566067.761353422 4190499.0702469335),1154.0000,80.0659,1006
424,POINT (565743.204382891 4190947.7039241535),1015.0000,24.2733,1006
425,POINT (567033.547331593 4189986.7711237622),595.0000,92.6602,1004
426,POINT (566414.5755706349 4189921.001846434),1067.0000,98.6102,1004
427,POINT (565958.4575916588 4190010.6592991846),1263.0000,73.5562,1004
428,POINT (564722.2334260988 4189865.608035316),914.0000,33.6335,1002
429,POINT (565577.9976815565 4189983.5123210605),722.0000,31.2693,1003
430,POINT (565155.2804926827 4189943.6748828474),830.0000,45.0898,1003
431,POINT (563781.5550063831 4189741.510088917),884.0000,34.7517,995
432,POINT (563854.6477100351 4189579.1389838173),680.0000,21.6594,995
433,POINT (563779.6062495338 4189427.998235376),1067.0000,28.0865,995
434,POINT (563849.194617381 4189183.12630907),1085.0000,40.8278,995
435,POINT (563118.5785084603 4189605.9068074804),1120.0000,43.4428,994
436,POINT (563310.6145047125 4189308.7705575),1052.0000,37.3575,994
437,POINT (561915.7897735535 4188951.839916631),945.0000,47.7873,991
438,POINT (562032.5323421028 4188410.127912873),1213.0000,59.7195,991
439,POINT (562185.2728593898 4187748.7968944726),649.0000,74.0352,991
440,POINT (562342.1588577859 4188514.4225144293),697.0000,98.0402,991
441,POINT (562502.3681946819 4188858.461836004),778.0000,62.2791,991
442,POINT (562722.0097473566 4188397.0411202586),1027.0000,55.7046,991
443,POINT (563466.8903491829 4187699.855954503),1663.0000,61.3794,991
444,POINT (562946.28691114 4187428.2146922043),1512.0000,207.0895,991
445,POINT (567848.1034726199 4187205.4500842956),1056.0000,122.3831,918
446,POINT (567907.0411888547 4185932.1917284173),726.0000,93.6739,918
447,POINT (568819.270475567 4185711.190000919),1188.0000,168.6227,918
448,POINT (567441.3281427419 4186180.6249963595),1044.0000,113.4896,918
449,POINT (567996.5166910797 4186670.241042511),1176.0000,114.2566,918
450,POINT (568647.7361693695 4186288.938421229),732.0000,139.2364,918
451,POINT (566895.4365680541 4186996.6675692447),1576.0000,112.4439,917
452,POINT (566993.5786080664 4186417.4984756405),2058.0000,152.6987,917
453,POINT (566363.1232931928 4186499.328379439),1111.0000,70.2464,917
454,POINT (567310.5097029564 4180344.5919462163),1092.0000,97.1839,949
455,POINT (567827.154630092 4179822.9260987467),817.0000,51.2859,949
456,POINT (567995.2060503324 4179771.0333329597),1737.0000,146.2792,949
457,POINT (566773.0133516801 4180471.6398339835),901.0000,50.9840,948
458,POINT (566309.9659155924 4180713.5565354144),1557.0000,62.4409,948
459,POINT (565881.6636322011 4180929.058939114),915.0000,41.1244,948
460,POINT (566281.5782801566 4181000.0032025995),658.0000,109.2159,948
461,POINT (566148.9088210196 4181772.374068014),76.0000,225.1749,948
462,POINT (564948.5891160232 4181212.2530226563),1108.0000,43.7306,960
463,POINT (564756.3697598795 4181939.872415172),1309.0000,500.0423,960
464,POINT (564514.0887307974 4181378.4612570754),944.0000,52.1337,960
465,POINT (564017.5354347706 4181220.2853946476),652.0000,36.6790,960
466,POINT (563875.8806485177 4181715.7489505108),883.0000,61.7740,960
467,POINT (563346.3057297041 4181489.515063741),2170.0000,48.0521,962
468,POINT (563132.7975354721 4181330.918063937),1745.0000,67.0304,962
469,POINT (562553.0437895576 4181447.04015182),807.0000,28.8452,962
470,POINT (563532.895705977 4180931.49161423),817.0000,29.9889,963
471,POINT (563223.5465374527 4180699.4082056326),1892.0000,76.9009,963
472,POINT (562831.5336487711 4180228.126771705),1311.0000,274.9322,963
473,POINT (562904.260862991 4181077.907361972),846.0000,40.2652,963
474,POINT (564759.4101024566 4180775.9515659586),743.0000,33.0698,959
475,POINT (564556.3131168346 4180413.096495215),933.0000,59.1483,959
476,POINT (564081.1643289631 4180698.0688675498),794.0000,33.9047,959
477,POINT (563921.2574138499 4180957.6870180527),917.0000,36.9569,959
478,POINT (564447.3317756442 4180884.90750114),1253.0000,42.1580,959
479,POINT (565717.8420481943 4180485.815604951),937.0000,32.4584,956
480,POINT (565239.5825569984 4180272.259786077),1029.0000,71.3821,956
481,POINT (565300.7854684115 4180526.831652339),638.0000,27.3368,956
482,POINT (565052.0823451851 4180868.865221312),964.0000,35.9972,956
483,POINT (565444.0505117999 4180762.4541433463),999.0000,36.5999,956
484,POINT (566528.862361588 4180057.079083474),631.0000,55.3732,955
485,POINT (566083.0993076939 4180289.6276709707),2297.0000,74.4558,955
486,POINT (567902.1397754072 4179051.7861023783),1362.0000,88.3160,950
487,POINT (567483.8591203422 4179447.7664291286),1124.0000,71.4491,950
488,POINT (566959.6665665677 4179617.015894533),1188.0000,49.1014,950
489,POINT (567041.1139348896 4179898.455575695),977.0000,46.2504,950
490,POINT (567289.6659552122 4178768.9163183924),1067.0000,72.4248,951
491,POINT (566950.4913210544 4178531.705350565),1693.0000,316.4797,951
492,POINT (566530.3210611562 4179143.1197672323),1218.0000,47.1944,951
493,POINT (566703.595622943 4179369.4020380587),1224.0000,48.4922,951
494,POINT (567048.5923736437 4179109.927670734),1057.0000,50.4691,951
495,POINT (567221.2100246804 4176428.783183167),2330.0000,135.3835,952
496,POINT (566675.3786189867 4176539.5599095207),848.0000,41.6053,952
497,POINT (566405.6908660722 4176693.0626573097),888.0000,35.9069,952
498,POINT (566810.1588305703 4176549.1322612725),2460.0000,1242.8415,952
499,POINT (565533.8681845646 4177598.705691645),2413.0000,264.7307,953
500,POINT (566595.1679638434 4177244.144981797),2715.0000,211.3917,953
501,POINT (566565.6783765658 4177924.6158176553),1946.0000,192.8714,953
502,POINT (566304.8250328277 4179690.948030437),1115.0000,30.6638,954
503,POINT (565882.1367855653 4179917.1464677937),1320.0000,46.3112,954
504,POINT (565133.5605425175 4179210.1516216225),2366.0000,175.3430,957
505,POINT (565306.3157514206 4179873.002275719),817.0000,73.4961,957
506,POINT (564586.6812943851 4179670.6496100924),1481.0000,59.6983,958
507,POINT (564497.8595063217 4180048.0518417135),1218.0000,83.3169,958
508,POINT (563006.6769770703 4182420.16897272),2748.0000,529.2417,961
509,POINT (560650.5722229681 4181890.4749864116),1371.0000,2504.8243,964
510,POINT (583759.6829464574 4172762.727541383),1384.0000,270.4120,844
511,POINT (585010.1484275863 4173951.4717908567),2054.0000,401.6012,844
512,POINT (587047.3152102532 4176311.407796141),3085.0000,5624.2062,844
513,POINT (580851.7245640234 4180347.8451710576),2285.0000,19989.1816,844
514,POINT (582992.7624017341 4175961.6600770247),2178.0000,852.2415,845
515,POINT (582712.9411673058 4173745.100633992),1194.0000,81.2086,845
516,POINT (582042.3200877655 4173686.6347090984),865.0000,100.6827,845
517,POINT (582052.5123311767 4174177.6470596367),1313.0000,112.4454,845
518,POINT (582067.4852624835 4174804.0985259786),1366.0000,169.4795,845
519,POINT (580567.3202325945 4175280.19492635),1575.0000,443.3158,850
520,POINT (581125.356418152 4174277.240208696),1102.0000,84.9215,850
521,POINT (581239.7868934087 4174687.89388477),993.0000,104.2117,850
522,POINT (579852.5947520462 4174411.617424496),971.0000,82.6314,851
523,POINT (579115.445126385 4175314.022773297),1075.0000,637.8573,851
524,POINT (578194.7270321994 4173883.980568091),2780.0000,443.4394,853
525,POINT (579020.8571593947 4172833.1490562162),1653.0000,92.0920,853
526,POINT (579463.2640020973 4172199.057575987),1616.0000,108.3422,853
527,POINT (579401.2577660445 4174082.2167454967),1214.0000,154.6133,852
528,POINT (579896.3828622979 4172461.136114841),1105.0000,115.6623,852
529,POINT (579446.8130311529 4173368.691579786),2773.0000,224.5637,852
530,POINT (580106.2836658177 4173359.2100820937),795.0000,63.6086,852
531,POINT (580504.3534494889 4173866.8057590197),887.0000,77.5624,849
532,POINT (581246.8151813678 4173589.606202675),1825.0000,165.3616,849
533,POINT (580579.6820471799 4173383.9930583793),1102.0000,83.6890,849
534,POINT (581955.172834888 4173228.9758103057),771.0000,65.0920,846
535,POINT (582499.7976354932 4173118.0580688915),896.0000,76.8311,846
536,POINT (582840.2463795517 4172733.91400771),1961.0000,179.9722,846
537,POINT (582014.0429040641 4172673.266115036),1766.0000,124.1168,846
538,POINT (581215.6085875069 4172789.6795893656),1987.0000,140.7020,848
539,POINT (580464.0538717563 4172675.845174351),2694.0000,130.0880,848
540,POINT (581756.0967799443 4172152.423700361),1313.0000,113.3764,847
541,POINT (580773.1012189123 4172139.100943487),1401.0000,122.2609,847
542,POINT (582180.4040278959 4171766.0909301857),1360.0000,140.8734,842
543,POINT (582311.8221575036 4171419.872999381),1865.0000,101.8583,842
544,POINT (581416.6666126683 4171505.085720489),1603.0000,109.0773,840
545,POINT (580957.4027914705 4170923.9858306097),1914.0000,187.4803,840
546,POINT (580486.9558009966 4171579.796049094),2110.0000,208.9815,840
547,POINT (575097.0197229185 4177142.4767572647),1834.0000,131.7469,868
548,POINT (575216.9714485747 4176783.906917061),880.0000,60.5011,868
549,POINT (575335.8324171089 4176498.9285905613),1056.0000,80.8144,868
550,POINT (573994.9847240719 4176667.385502736),946.0000,66.5869,869
551,POINT (574403.1792457659 4176827.6270553684),859.0000,77.6138,869
552,POINT (574524.5716551604 4176239.064619626),2275.0000,108.6210,869
553,POINT (573353.4201286765 4176725.1701273844),1260.0000,59.2579,870
554,POINT (573546.8080991191 4176471.8321468458),859.0000,37.5434,870
555,POINT (573576.9930015522 4176077.041659338),2537.0000,161.1731,870
556,POINT (572396.0618993385 4174401.6074140905),1510.0000,461.7893,873
557,POINT (572394.8794401077 4173088.8385945177),2446.0000,296.1120,873
558,POINT (571087.0751654597 4173949.6222084663),1858.0000,1172.9959,873
559,POINT (573775.050743188 4174429.25926293),1226.0000,118.9532,872
560,POINT (573740.3137156491 4175015.5589429634),1033.0000,61.5735,872
561,POINT (573176.5570033493 4174807.8792585223),2580.0000,155.8961,872
562,POINT (572668.3188253723 4175449.3200975666),2325.0000,111.0683,872
563,POINT (572829.790122273 4175396.1375325196),1061.0000,51.1009,872
564,POINT (573330.5577719454 4175542.0282701897),1099.0000,39.3748,872
565,POINT (573985.3857276662 4175479.9495166675),1200.0000,142.7393,871
566,POINT (574633.0352479069 4175871.234840285),1244.0000,51.5201,871
567,POINT (574831.44627215 4175634.630169659),1056.0000,50.3475,871
568,POINT (575046.4482770672 4175320.6387799177),726.0000,49.8067,871
569,POINT (574532.2813993793 4174976.9431455354),2616.0000,118.8286,871
570,POINT (575413.6453445411 4176178.960721188),812.0000,70.0148,867
571,POINT (575804.6688590244 4175793.7205041745),764.0000,61.7039,867
572,POINT (575422.740203038 4175664.057504715),902.0000,72.8995,867
573,POINT (576389.8666691794 4176225.9156456883),703.0000,119.0169,866
574,POINT (576644.2542005719 4175338.5970271328),1688.0000,289.3137,866
575,POINT (577701.4872276906 4174985.078722563),1338.0000,547.2217,866
576,POINT (575744.9495810239 4175131.223189388),950.0000,107.7283,865
577,POINT (576137.8276967618 4174786.08556868),1257.0000,91.9922,865
578,POINT (576418.6823003549 4174322.0457205195),736.0000,63.6263,865
579,POINT (576822.6125927932 4173923.7715039225),889.0000,63.4876,865
580,POINT (576582.7090627778 4173283.1323821316),1881.0000,183.6057,863
581,POINT (576169.1446677432 4172950.0937384525),2108.0000,170.4653,863
582,POINT (575766.4349022909 4173870.749620066),2424.0000,129.8233,864
583,POINT (576269.2098107957 4174051.9621849204),1106.0000,40.6966,864
584,POINT (575111.1418029686 4174254.275871694),784.0000,142.8168,864
585,POINT (575470.367663388 4174782.0925108283),917.0000,44.6791,864
586,POINT (575144.0496889546 4174649.040894368),2059.0000,72.6442,864
587,POINT (575566.9620354847 4172570.7202665447),1768.0000,136.1327,862
588,POINT (576157.2629461663 4172419.0851872554),2207.0000,90.6560,862
589,POINT (576355.210633655 4171831.6506778616),1275.0000,102.3931,862
590,POINT (574617.4756561304 4173622.1854768624),1647.0000,454.8348,862
591,POINT (575164.7305135719 4172193.3432779186),1628.0000,115.7230,861
592,POINT (573919.828089761 4173274.192608123),953.0000,224.8133,861
593,POINT (574089.5524340012 4172193.4805036075),1111.0000,88.6846,861
594,POINT (573982.7615938847 4172812.5408612434),1595.0000,94.3821,861
595,POINT (574530.7066359639 4172312.18234988),1547.0000,82.7797,861
596,POINT (573153.92244469 4172472.495737703),1023.0000,335.2787,860
597,POINT (572644.3652913745 4172205.0314375693),1093.0000,52.9249,860
598,POINT (573391.6508125504 4170776.740147827),1466.0000,709.6509,860
599,POINT (573722.3134751082 4171529.5178238116),848.0000,48.0985,860
600,POINT (574082.6210139913 4170858.52324754),1094.0000,64.9488,860
601,POINT (574218.7924518136 4171576.1762403524),1000.0000,88.1768,859
602,POINT (574664.1426920537 4171604.0856637512),836.0000,50.6775,859
603,POINT (574502.7009282651 4171012.5741957007),1504.0000,94.5726,859
604,POINT (574634.2445305175 4170468.9809141876),1012.0000,71.3101,859
605,POINT (575053.2429696103 4171598.470940383),1015.0000,68.7674,858
606,POINT (575913.956613248 4171563.7379280804),1399.0000,137.5214,858
607,POINT (575350.1906234553 4170863.2178338133),1779.0000,94.8659,858
608,POINT (575317.2716093264 4171240.3515761592),1785.0000,85.8558,858
609,POINT (579002.9479608607 4171533.8125084885),1474.0000,137.4314,857
610,POINT (577678.7742141121 4171532.707295783),1008.0000,111.2503,857
611,POINT (576912.1583185509 4171510.8944221553),700.0000,75.2399,857
612,POINT (577084.530835054 4173662.9264382934),833.0000,42.8374,856
613,POINT (577439.2670476078 4173351.0254235286),2358.0000,105.4137,856
614,POINT (577362.6352948982 4172580.13085062),2042.0000,117.2803,856
615,POINT (577111.1258219833 4172144.7548505594),2136.0000,129.7531,856
616,POINT (577930.3848180643 4173030.632424513),1984.0000,90.2203,854
617,POINT (578136.3711442675 4172772.471556348),1233.0000,34.0933,854
618,POINT (578317.458829151 4172660.506704074),1078.0000,37.6599,854
619,POINT (578484.0178515333 4172525.4148656),2304.0000,39.6777,854
620,POINT (578861.4140797147 4172105.5635130415),2308.0000,133.8207,855
621,POINT (578236.9267281572 4171795.007325657),1116.0000,77.1316,855
622,POINT (577973.6839198802 4172207.582554537),1460.0000,87.5518,855
623,POINT (584577.7459979223 4168414.8674703958),1958.0000,411.9657,821
624,POINT (583910.4403163044 4167714.0454585273),3221.0000,631.5651,821
625,POINT (590446.7599317838 4167086.4496893324),2702.0000,10860.8378,820
626,POINT (585053.5679345578 4171941.861922593),3128.0000,812.8352,820
627,POINT (586174.0603404256 4170068.6749310535),573.0000,1115.7799,820
628,POINT (584900.7602039854 4166227.2999097267),1789.0000,1623.1402,820
629,POINT (583605.7816757889 4165356.292814682),2688.0000,121.6271,820
630,POINT (584404.1488089901 4165196.1616996625),739.0000,43.3332,820
631,POINT (583448.2477743553 4171767.4932453777),2350.0000,332.0470,843
632,POINT (584034.0674829977 4170890.866105754),1790.0000,240.6080,843
633,POINT (581943.8328475744 4170798.700049262),1393.0000,103.5301,841
634,POINT (582384.2631507323 4170784.369045291),1871.0000,108.9499,841
635,POINT (583089.7040044996 4170845.2918209587),1215.0000,105.7770,841
636,POINT (581266.1830040435 4170241.7113532345),1836.0000,103.0007,839
637,POINT (580759.0977847967 4170035.232682366),1137.0000,146.2780,839
638,POINT (580484.8600182272 4169755.721630368),1530.0000,78.8491,839
639,POINT (579706.3184635817 4171136.1908902526),946.0000,93.8021,838
